"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院患者受入確保病床","入院患者受入確保想定病床数","うち重症者数","重症患者受入確保病床数","重症患者受入確保想定病床数","宿泊療養者数","宿泊施設受入可能室数","自宅療養者数","社会福祉施設等療養者数","確認中の人数","更新日","出典"
"21","岐阜県","68","65","397","625","3","49","67","3","379","0","0","0","2020-08-19T00:00","https://www.mhlw.go.jp/content/10900000/000661845.pdf"
"22","静岡県","65","51","300","450","2","37","67","7","155","0","0","7","2020-08-19T00:00","https://www.mhlw.go.jp/content/10900000/000661845.pdf"
"23","愛知県","1236","352","791","839","15","70","121","45","1300","782","0","57","2020-08-19T00:00","https://www.mhlw.go.jp/content/10900000/000661845.pdf"
"24","三重県","86","82","358","358","2","52","52","0","100","4","0","0","2020-08-19T00:00","https://www.mhlw.go.jp/content/10900000/000661845.pdf"
"25","滋賀県","109","90","173","450","8","50","72","15","62","4","0","0","2020-08-19T00:00","https://www.mhlw.go.jp/content/10900000/000661845.pdf"
"26","京都府","221","108","495","515","4","86","86","22","338","91","0","0","2020-08-19T00:00","https://www.mhlw.go.jp/content/10900000/000661845.pdf"
"27","大阪府","1700","561","1257","1615","65","188","215","226","1229","504","0","409","2020-08-19T00:00","https://www.mhlw.go.jp/content/10900000/000661845.pdf"
"28","兵庫県","283","224","652","650","16","110","120","59","488","0","0","0","2020-08-19T00:00","https://www.mhlw.go.jp/content/10900000/000661845.pdf"
"29","奈良県","122","87","467","500","3","25","25","35","108","0","0","0","2020-08-19T00:00","https://www.mhlw.go.jp/content/10900000/000661845.pdf"
"30","和歌山県","33","33","210","400","0","21","40","0","137","0","0","0","2020-08-19T00:00","https://www.mhlw.go.jp/content/10900000/000661845.pdf"
"31","鳥取県","10","10","313","300","0","47","40","0","340","0","0","0","2020-08-19T00:00","https://www.mhlw.go.jp/content/10900000/000661845.pdf"
"32","島根県","82","25","253","253","0","25","25","57","163","0","0","0","2020-08-19T00:00","https://www.mhlw.go.jp/content/10900000/000661845.pdf"
"33","岡山県","18","16","250","250","0","37","40","0","207","2","0","0","2020-08-19T00:00","https://www.mhlw.go.jp/content/10900000/000661845.pdf"
"34","広島県","33","31","553","500","1","72","70","2","295","0","0","0","2020-08-19T00:00","https://www.mhlw.go.jp/content/10900000/000661845.pdf"
"35","山口県","18","18","423","423","0","102","102","0","638","0","0","0","2020-08-19T00:00","https://www.mhlw.go.jp/content/10900000/000661845.pdf"
"36","徳島県","52","50","200","200","1","25","25","2","208","0","0","0","2020-08-19T00:00","https://www.mhlw.go.jp/content/10900000/000661845.pdf"
"37","香川県","10","9","185","185","0","25","25","1","101","0","0","0","2020-08-19T00:00","https://www.mhlw.go.jp/content/10900000/000661845.pdf"
"38","愛媛県","10","10","229","223","0","33","33","0","67","0","0","0","2020-08-19T00:00","https://www.mhlw.go.jp/content/10900000/000661845.pdf"
"39","高知県","21","21","192","200","0","57","57","0","16","0","0","0","2020-08-19T00:00","https://www.mhlw.go.jp/content/10900000/000661845.pdf"
"40","福岡県","922","309","490","760","22","60","110","183","838","430","0","0","2020-08-19T00:00","https://www.mhlw.go.jp/content/10900000/000661845.pdf"
"41","佐賀県","48","40","281","281","0","47","47","8","230","0","0","0","2020-08-19T00:00","https://www.mhlw.go.jp/content/10900000/000661845.pdf"
"42","長崎県","49","29","395","395","1","27","42","13","163","7","0","0","2020-08-19T00:00","https://www.mhlw.go.jp/content/10900000/000661845.pdf"
"43","熊本県","99","94","400","400","4","59","59","0","1430","5","0","0","2020-08-19T00:00","https://www.mhlw.go.jp/content/10900000/000661845.pdf"
"44","大分県","43","39","330","330","0","41","41","4","700","0","0","0","2020-08-19T00:00","https://www.mhlw.go.jp/content/10900000/000661845.pdf"
"45","宮崎県","65","45","246","246","1","33","33","18","250","2","0","0","2020-08-19T00:00","https://www.mhlw.go.jp/content/10900000/000661845.pdf"
"46","鹿児島県","66","47","253","300","2","48","48","12","370","7","0","0","2020-08-19T00:00","https://www.mhlw.go.jp/content/10900000/000661845.pdf"
"47","沖縄県","781","375","443","425","14","47","37","66","340","340","0","0","2020-08-19T00:00","https://www.mhlw.go.jp/content/10900000/000661845.pdf"
